timestamp,can_id,data
2025-06-07T17:31:50.048584+00:00,0x18FEF100,008DA2DF
2025-06-07T17:31:50.048584+00:00,0x0CF00400,1DDC0000
2025-06-07T17:31:51.048584+00:00,0x18FEF100,00822BB2
2025-06-07T17:31:51.048584+00:00,0x0CF00400,1D140000
2025-06-07T17:31:52.048584+00:00,0x18FEF100,00D627BA
2025-06-07T17:31:52.048584+00:00,0x0CF00400,1DDC0000
2025-06-07T17:31:53.048584+00:00,0x18FEF100,00BEAA48
2025-06-07T17:31:53.048584+00:00,0x0CF00400,1D140000
2025-06-07T17:31:54.048584+00:00,0x18FEF100,008F8DD5
2025-06-07T17:31:54.048584+00:00,0x0CF00400,1DDC0000
2025-06-07T17:31:55.048584+00:00,0x18FEF100,0080DFBF
2025-06-07T17:31:55.048584+00:00,0x0CF00400,1D140000
2025-06-07T17:31:56.048584+00:00,0x18FEF100,00D468CE
2025-06-07T17:31:56.048584+00:00,0x0CF00400,1DDC0000
2025-06-07T17:31:57.048584+00:00,0x18FEF100,007563CC
2025-06-07T17:31:57.048584+00:00,0x0CF00400,1EA40000
2025-06-07T17:31:58.048584+00:00,0x18FEF100,0036D5E2
2025-06-07T17:31:58.048584+00:00,0x0CF00400,1F6C0000
2025-06-07T17:31:59.048584+00:00,0x18FEF100,0011E61A
2025-06-07T17:31:59.048584+00:00,0x0CF00400,1F7C0000
2025-06-07T17:32:00.048584+00:00,0x18FEF100,009BD4E8
2025-06-07T17:32:00.048584+00:00,0x0CF00400,1EB40000
2025-06-07T17:32:01.048584+00:00,0x18FEF100,00A80642
2025-06-07T17:32:01.048584+00:00,0x0CF00400,1E240000
2025-06-07T17:32:02.048584+00:00,0x18FEF100,00D3C67B
2025-06-07T17:32:02.048584+00:00,0x0CF00400,1EEC0000
2025-06-07T17:32:03.048584+00:00,0x18FEF100,00D8160D
2025-06-07T17:32:03.048584+00:00,0x0CF00400,1FB40000
2025-06-07T17:32:04.048584+00:00,0x18FEF100,00C2D594
2025-06-07T17:32:04.048584+00:00,0x0CF00400,207C0000
2025-06-07T17:32:05.048584+00:00,0x18FEF100,003F88F4
2025-06-07T17:32:05.048584+00:00,0x0CF00400,1FB40000
2025-06-07T17:32:06.048584+00:00,0x18FEF100,00DD4918
2025-06-07T17:32:06.048584+00:00,0x0CF00400,1FA00000
2025-06-07T17:32:07.048584+00:00,0x18FEF100,00721A6A
2025-06-07T17:32:07.048584+00:00,0x0CF00400,1ED80000
2025-06-07T17:32:08.048584+00:00,0x18FEF100,00139B14
2025-06-07T17:32:08.048584+00:00,0x0CF00400,1FA00000
2025-06-07T17:32:09.048584+00:00,0x18FEF100,009AF88C
2025-06-07T17:32:09.048584+00:00,0x0CF00400,1ED80000
2025-06-07T17:32:10.048584+00:00,0x18FEF100,005B60F3
2025-06-07T17:32:10.048584+00:00,0x0CF00400,1E100000
2025-06-07T17:32:11.048584+00:00,0x18FEF100,00BD43B3
2025-06-07T17:32:11.048584+00:00,0x0CF00400,1ED80000
2025-06-07T17:32:12.048584+00:00,0x18FEF100,00251C02
2025-06-07T17:32:12.048584+00:00,0x0CF00400,1FA00000
2025-06-07T17:32:13.048584+00:00,0x18FEF100,005D78F3
2025-06-07T17:32:13.048584+00:00,0x0CF00400,1ED80000
2025-06-07T17:32:14.048584+00:00,0x18FEF100,008A17D1
2025-06-07T17:32:14.048584+00:00,0x0CF00400,1E100000
2025-06-07T17:32:15.048584+00:00,0x18FEF100,00C9D8E8
2025-06-07T17:32:15.048584+00:00,0x0CF00400,1D480000
2025-06-07T17:32:16.048584+00:00,0x18FEF100,004D424A
2025-06-07T17:32:16.048584+00:00,0x0CF00400,1C800000
2025-06-07T17:32:17.048584+00:00,0x18FEF100,00923DBC
2025-06-07T17:32:17.048584+00:00,0x0CF00400,1D2C0000
2025-06-07T17:32:18.048584+00:00,0x18FEF100,009299ED
2025-06-07T17:32:18.048584+00:00,0x0CF00400,1C640000
2025-06-07T17:32:19.048584+00:00,0x18FEF100,00F17222
2025-06-07T17:32:19.048584+00:00,0x0CF00400,1D2C0000
2025-06-07T17:32:20.048584+00:00,0x18FEF100,00413A33
2025-06-07T17:32:20.048584+00:00,0x0CF00400,1DF40000
2025-06-07T17:32:21.048584+00:00,0x18FEF100,0011C468
2025-06-07T17:32:21.048584+00:00,0x0CF00400,1DE00000
2025-06-07T17:32:22.048584+00:00,0x18FEF100,00DADEA9
2025-06-07T17:32:22.048584+00:00,0x0CF00400,1D180000
2025-06-07T17:32:23.048584+00:00,0x18FEF100,0000D39A
2025-06-07T17:32:23.048584+00:00,0x0CF00400,1DE00000
2025-06-07T17:32:24.048584+00:00,0x18FEF100,00EA9EFD
2025-06-07T17:32:24.048584+00:00,0x0CF00400,1D180000
2025-06-07T17:32:25.048584+00:00,0x18FEF100,000137CA
2025-06-07T17:32:25.048584+00:00,0x0CF00400,1D3C0000
2025-06-07T17:32:26.048584+00:00,0x18FEF100,0054BD95
2025-06-07T17:32:26.048584+00:00,0x0CF00400,1C740000
2025-06-07T17:32:27.048584+00:00,0x18FEF100,0091858E
2025-06-07T17:32:27.048584+00:00,0x0CF00400,1BAC0000
2025-06-07T17:32:28.048584+00:00,0x18FEF100,00184EC7
2025-06-07T17:32:28.048584+00:00,0x0CF00400,1C740000
2025-06-07T17:32:29.048584+00:00,0x18FEF100,00362563
2025-06-07T17:32:29.048584+00:00,0x0CF00400,1BAC0000
2025-06-07T17:32:30.048584+00:00,0x18FEF100,0069AC3A
2025-06-07T17:32:30.048584+00:00,0x0CF00400,1BB40000
2025-06-07T17:32:31.048584+00:00,0x18FEF100,0054F3C5
2025-06-07T17:32:31.048584+00:00,0x0CF00400,1C7C0000
2025-06-07T17:32:32.048584+00:00,0x18FEF100,006276D2
2025-06-07T17:32:32.048584+00:00,0x0CF00400,1BB40000
2025-06-07T17:32:33.048584+00:00,0x18FEF100,0068AF9B
2025-06-07T17:32:33.048584+00:00,0x0CF00400,1C7C0000
2025-06-07T17:32:34.048584+00:00,0x18FEF100,00D9843D
2025-06-07T17:32:34.048584+00:00,0x0CF00400,1BB40000
2025-06-07T17:32:35.048584+00:00,0x18FEF100,006ADE71
2025-06-07T17:32:35.048584+00:00,0x0CF00400,1C7C0000
2025-06-07T17:32:36.048584+00:00,0x18FEF100,008658AE
2025-06-07T17:32:36.048584+00:00,0x0CF00400,1BB40000
2025-06-07T17:32:37.048584+00:00,0x18FEF100,005FFCF9
2025-06-07T17:32:37.048584+00:00,0x0CF00400,1BA40000
2025-06-07T17:32:38.048584+00:00,0x18FEF100,00DB7D6F
2025-06-07T17:32:38.048584+00:00,0x0CF00400,1C6C0000
2025-06-07T17:32:39.048584+00:00,0x18FEF100,004AF65D
2025-06-07T17:32:39.048584+00:00,0x0CF00400,1D340000
2025-06-07T17:32:40.048584+00:00,0x18FEF100,004BBA71
2025-06-07T17:32:40.048584+00:00,0x0CF00400,1C6C0000
2025-06-07T17:32:41.048584+00:00,0x18FEF100,006D806B
2025-06-07T17:32:41.048584+00:00,0x0CF00400,1BA40000
2025-06-07T17:32:42.048584+00:00,0x18FEF100,0032F269
2025-06-07T17:32:42.048584+00:00,0x0CF00400,1C6C0000
2025-06-07T17:32:43.048584+00:00,0x18FEF100,00F9C267
2025-06-07T17:32:43.048584+00:00,0x0CF00400,1D340000
2025-06-07T17:32:44.048584+00:00,0x18FEF100,00751381
2025-06-07T17:32:44.048584+00:00,0x0CF00400,1DFC0000
2025-06-07T17:32:45.048584+00:00,0x18FEF100,000F8703
2025-06-07T17:32:45.048584+00:00,0x0CF00400,1EC40000
2025-06-07T17:32:46.048584+00:00,0x18FEF100,00362ADC
2025-06-07T17:32:46.048584+00:00,0x0CF00400,1DFC0000
2025-06-07T17:32:47.048584+00:00,0x18FEF100,00E379A6
2025-06-07T17:32:47.048584+00:00,0x0CF00400,1EC40000
2025-06-07T17:32:48.048584+00:00,0x18FEF100,00EA626E
2025-06-07T17:32:48.048584+00:00,0x0CF00400,1F8C0000
2025-06-07T17:32:49.048584+00:00,0x18FEF100,001DC9BC
2025-06-07T17:32:49.048584+00:00,0x0CF00400,1EC40000
2025-06-07T17:32:50.048584+00:00,0x18FEF100,008B5EAA
2025-06-07T17:32:50.048584+00:00,0x0CF00400,1DFC0000
2025-06-07T17:32:51.048584+00:00,0x18FEF100,0059E988
2025-06-07T17:32:51.048584+00:00,0x0CF00400,1D340000
2025-06-07T17:32:52.048584+00:00,0x18FEF100,0056401F
2025-06-07T17:32:52.048584+00:00,0x0CF00400,1DAC0000
2025-06-07T17:32:53.048584+00:00,0x18FEF100,00FF75FE
2025-06-07T17:32:53.048584+00:00,0x0CF00400,1CE40000
2025-06-07T17:32:54.048584+00:00,0x18FEF100,0018FBA2
2025-06-07T17:32:54.048584+00:00,0x0CF00400,1DAC0000
2025-06-07T17:32:55.048584+00:00,0x18FEF100,00270082
2025-06-07T17:32:55.048584+00:00,0x0CF00400,1CE40000
2025-06-07T17:32:56.048584+00:00,0x18FEF100,008E445A
2025-06-07T17:32:56.048584+00:00,0x0CF00400,1C1C0000
2025-06-07T17:32:57.048584+00:00,0x18FEF100,000C8BAC
2025-06-07T17:32:57.048584+00:00,0x0CF00400,1CE40000
2025-06-07T17:32:58.048584+00:00,0x18FEF100,007914D8
2025-06-07T17:32:58.048584+00:00,0x0CF00400,1DAC0000
2025-06-07T17:32:59.048584+00:00,0x18FEF100,0052419F
2025-06-07T17:32:59.048584+00:00,0x0CF00400,1CE40000
2025-06-07T17:33:00.048584+00:00,0x18FEF100,004E04BC
2025-06-07T17:33:00.048584+00:00,0x0CF00400,1DAC0000
2025-06-07T17:33:01.048584+00:00,0x18FEF100,00190BFA
2025-06-07T17:33:01.048584+00:00,0x0CF00400,1E740000
2025-06-07T17:33:02.048584+00:00,0x18FEF100,00A287E2
2025-06-07T17:33:02.048584+00:00,0x0CF00400,1DAC0000
2025-06-07T17:33:03.048584+00:00,0x18FEF100,00D3FDF2
2025-06-07T17:33:03.048584+00:00,0x0CF00400,1E740000
2025-06-07T17:33:04.048584+00:00,0x18FEF100,006EEA26
2025-06-07T17:33:04.048584+00:00,0x0CF00400,1DAC0000
2025-06-07T17:33:05.048584+00:00,0x18FEF100,009F2A5C
2025-06-07T17:33:05.048584+00:00,0x0CF00400,1DC40000
2025-06-07T17:33:06.048584+00:00,0x18FEF100,0052E777
2025-06-07T17:33:06.048584+00:00,0x0CF00400,1CFC0000
2025-06-07T17:33:07.048584+00:00,0x18FEF100,00B6D9CC
2025-06-07T17:33:07.048584+00:00,0x0CF00400,1C340000
2025-06-07T17:33:08.048584+00:00,0x18FEF100,0027E43E
2025-06-07T17:33:08.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:09.048584+00:00,0x18FEF100,00580541
2025-06-07T17:33:09.048584+00:00,0x0CF00400,1C340000
2025-06-07T17:33:10.048584+00:00,0x18FEF100,00E914C6
2025-06-07T17:33:10.048584+00:00,0x0CF00400,1CFC0000
2025-06-07T17:33:11.048584+00:00,0x18FEF100,0095BC2A
2025-06-07T17:33:11.048584+00:00,0x0CF00400,1C340000
2025-06-07T17:33:12.048584+00:00,0x18FEF100,0060D5B3
2025-06-07T17:33:12.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:13.048584+00:00,0x18FEF100,004601A7
2025-06-07T17:33:13.048584+00:00,0x0CF00400,1AA40000
2025-06-07T17:33:14.048584+00:00,0x18FEF100,00A5BBAE
2025-06-07T17:33:14.048584+00:00,0x0CF00400,19DC0000
2025-06-07T17:33:15.048584+00:00,0x18FEF100,0056C4F9
2025-06-07T17:33:15.048584+00:00,0x0CF00400,1AA40000
2025-06-07T17:33:16.048584+00:00,0x18FEF100,00C98BED
2025-06-07T17:33:16.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:17.048584+00:00,0x18FEF100,005E707D
2025-06-07T17:33:17.048584+00:00,0x0CF00400,1AA40000
2025-06-07T17:33:18.048584+00:00,0x18FEF100,00291BCF
2025-06-07T17:33:18.048584+00:00,0x0CF00400,19DC0000
2025-06-07T17:33:19.048584+00:00,0x18FEF100,009428F5
2025-06-07T17:33:19.048584+00:00,0x0CF00400,19140000
2025-06-07T17:33:20.048584+00:00,0x18FEF100,008F44F3
2025-06-07T17:33:20.048584+00:00,0x0CF00400,184C0000
2025-06-07T17:33:21.048584+00:00,0x18FEF100,00AEC3F5
2025-06-07T17:33:21.048584+00:00,0x0CF00400,17840000
2025-06-07T17:33:22.048584+00:00,0x18FEF100,00EDF8AB
2025-06-07T17:33:22.048584+00:00,0x0CF00400,184C0000
2025-06-07T17:33:23.048584+00:00,0x18FEF100,009979CB
2025-06-07T17:33:23.048584+00:00,0x0CF00400,19140000
2025-06-07T17:33:24.048584+00:00,0x18FEF100,00E0D768
2025-06-07T17:33:24.048584+00:00,0x0CF00400,19DC0000
2025-06-07T17:33:25.048584+00:00,0x18FEF100,00698230
2025-06-07T17:33:25.048584+00:00,0x0CF00400,1AA40000
2025-06-07T17:33:26.048584+00:00,0x18FEF100,00952695
2025-06-07T17:33:26.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:27.048584+00:00,0x18FEF100,00B6DB6B
2025-06-07T17:33:27.048584+00:00,0x0CF00400,1AA40000
2025-06-07T17:33:28.048584+00:00,0x18FEF100,003158DC
2025-06-07T17:33:28.048584+00:00,0x0CF00400,19DC0000
2025-06-07T17:33:29.048584+00:00,0x18FEF100,00883FE0
2025-06-07T17:33:29.048584+00:00,0x0CF00400,1AA40000
2025-06-07T17:33:30.048584+00:00,0x18FEF100,00E17DD3
2025-06-07T17:33:30.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:31.048584+00:00,0x18FEF100,00AE4F24
2025-06-07T17:33:31.048584+00:00,0x0CF00400,1C340000
2025-06-07T17:33:32.048584+00:00,0x18FEF100,00EB2BAF
2025-06-07T17:33:32.048584+00:00,0x0CF00400,1CFC0000
2025-06-07T17:33:33.048584+00:00,0x18FEF100,00C16638
2025-06-07T17:33:33.048584+00:00,0x0CF00400,1C340000
2025-06-07T17:33:34.048584+00:00,0x18FEF100,00909D62
2025-06-07T17:33:34.048584+00:00,0x0CF00400,1CFC0000
2025-06-07T17:33:35.048584+00:00,0x18FEF100,006612E3
2025-06-07T17:33:35.048584+00:00,0x0CF00400,1C340000
2025-06-07T17:33:36.048584+00:00,0x18FEF100,009C16C8
2025-06-07T17:33:36.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:37.048584+00:00,0x18FEF100,005315E3
2025-06-07T17:33:37.048584+00:00,0x0CF00400,1C340000
2025-06-07T17:33:38.048584+00:00,0x18FEF100,00B93A73
2025-06-07T17:33:38.048584+00:00,0x0CF00400,1CFC0000
2025-06-07T17:33:39.048584+00:00,0x18FEF100,00A1FB8C
2025-06-07T17:33:39.048584+00:00,0x0CF00400,1C340000
2025-06-07T17:33:40.048584+00:00,0x18FEF100,007977D0
2025-06-07T17:33:40.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:41.048584+00:00,0x18FEF100,00D1EF8F
2025-06-07T17:33:41.048584+00:00,0x0CF00400,1C340000
2025-06-07T17:33:42.048584+00:00,0x18FEF100,00BAC85B
2025-06-07T17:33:42.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:43.048584+00:00,0x18FEF100,00738566
2025-06-07T17:33:43.048584+00:00,0x0CF00400,1C340000
2025-06-07T17:33:44.048584+00:00,0x18FEF100,000E9332
2025-06-07T17:33:44.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:45.048584+00:00,0x18FEF100,00EFAB25
2025-06-07T17:33:45.048584+00:00,0x0CF00400,1AA40000
2025-06-07T17:33:46.048584+00:00,0x18FEF100,0086AFD1
2025-06-07T17:33:46.048584+00:00,0x0CF00400,19DC0000
2025-06-07T17:33:47.048584+00:00,0x18FEF100,006404D3
2025-06-07T17:33:47.048584+00:00,0x0CF00400,1AA40000
2025-06-07T17:33:48.048584+00:00,0x18FEF100,00CF7DDD
2025-06-07T17:33:48.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:49.048584+00:00,0x18FEF100,00D8B1E8
2025-06-07T17:33:49.048584+00:00,0x0CF00400,1AA40000
2025-06-07T17:33:50.048584+00:00,0x18FEF100,0072F185
2025-06-07T17:33:50.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:51.048584+00:00,0x18FEF100,009E7928
2025-06-07T17:33:51.048584+00:00,0x0CF00400,1AA40000
2025-06-07T17:33:52.048584+00:00,0x18FEF100,00D393ED
2025-06-07T17:33:52.048584+00:00,0x0CF00400,1B6C0000
2025-06-07T17:33:53.048584+00:00,0x18FEF100,000B00BE
2025-06-07T17:33:53.048584+00:00,0x0CF00400,1C340000
2025-06-07T17:33:54.048584+00:00,0x18FEF100,00C8FCFC
2025-06-07T17:33:54.048584+00:00,0x0CF00400,1BDC0000
2025-06-07T17:33:55.048584+00:00,0x18FEF100,00C46C76
2025-06-07T17:33:55.048584+00:00,0x0CF00400,1CA40000
2025-06-07T17:33:56.048584+00:00,0x18FEF100,00CE61C4
2025-06-07T17:33:56.048584+00:00,0x0CF00400,1BDC0000
2025-06-07T17:33:57.048584+00:00,0x18FEF100,00C24887
2025-06-07T17:33:57.048584+00:00,0x0CF00400,1B400000
2025-06-07T17:33:58.048584+00:00,0x18FEF100,00C40A7A
2025-06-07T17:33:58.048584+00:00,0x0CF00400,1C080000
2025-06-07T17:33:59.048584+00:00,0x18FEF100,004604EF
2025-06-07T17:33:59.048584+00:00,0x0CF00400,1CD00000
2025-06-07T17:34:00.048584+00:00,0x18FEF100,00042DC2
2025-06-07T17:34:00.048584+00:00,0x0CF00400,1C080000
2025-06-07T17:34:01.048584+00:00,0x18FEF100,007A892B
2025-06-07T17:34:01.048584+00:00,0x0CF00400,1CD00000
2025-06-07T17:34:02.048584+00:00,0x18FEF100,006F4261
2025-06-07T17:34:02.048584+00:00,0x0CF00400,1C080000
2025-06-07T17:34:03.048584+00:00,0x18FEF100,00776CDF
2025-06-07T17:34:03.048584+00:00,0x0CF00400,1CD00000
2025-06-07T17:34:04.048584+00:00,0x18FEF100,00611A6F
2025-06-07T17:34:04.048584+00:00,0x0CF00400,1D980000
2025-06-07T17:34:05.048584+00:00,0x18FEF100,00E03DF4
2025-06-07T17:34:05.048584+00:00,0x0CF00400,1CD00000
2025-06-07T17:34:06.048584+00:00,0x18FEF100,00658700
2025-06-07T17:34:06.048584+00:00,0x0CF00400,1D980000
2025-06-07T17:34:07.048584+00:00,0x18FEF100,00D3226E
2025-06-07T17:34:07.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:08.048584+00:00,0x18FEF100,006D3741
2025-06-07T17:34:08.048584+00:00,0x0CF00400,1F280000
2025-06-07T17:34:09.048584+00:00,0x18FEF100,00260313
2025-06-07T17:34:09.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:10.048584+00:00,0x18FEF100,00CF0829
2025-06-07T17:34:10.048584+00:00,0x0CF00400,1D980000
2025-06-07T17:34:11.048584+00:00,0x18FEF100,007FA7FE
2025-06-07T17:34:11.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:12.048584+00:00,0x18FEF100,005D0F86
2025-06-07T17:34:12.048584+00:00,0x0CF00400,1D980000
2025-06-07T17:34:13.048584+00:00,0x18FEF100,000C9041
2025-06-07T17:34:13.048584+00:00,0x0CF00400,1CD00000
2025-06-07T17:34:14.048584+00:00,0x18FEF100,00C17B01
2025-06-07T17:34:14.048584+00:00,0x0CF00400,1C080000
2025-06-07T17:34:15.048584+00:00,0x18FEF100,00892286
2025-06-07T17:34:15.048584+00:00,0x0CF00400,1CD00000
2025-06-07T17:34:16.048584+00:00,0x18FEF100,001073AC
2025-06-07T17:34:16.048584+00:00,0x0CF00400,1C080000
2025-06-07T17:34:17.048584+00:00,0x18FEF100,00F77509
2025-06-07T17:34:17.048584+00:00,0x0CF00400,1CD00000
2025-06-07T17:34:18.048584+00:00,0x18FEF100,0017FBD2
2025-06-07T17:34:18.048584+00:00,0x0CF00400,1D980000
2025-06-07T17:34:19.048584+00:00,0x18FEF100,00C30D0B
2025-06-07T17:34:19.048584+00:00,0x0CF00400,1CD00000
2025-06-07T17:34:20.048584+00:00,0x18FEF100,009EA0AC
2025-06-07T17:34:20.048584+00:00,0x0CF00400,1D980000
2025-06-07T17:34:21.048584+00:00,0x18FEF100,00526874
2025-06-07T17:34:21.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:22.048584+00:00,0x18FEF100,00F1ACB4
2025-06-07T17:34:22.048584+00:00,0x0CF00400,1F280000
2025-06-07T17:34:23.048584+00:00,0x18FEF100,0083D080
2025-06-07T17:34:23.048584+00:00,0x0CF00400,1FF00000
2025-06-07T17:34:24.048584+00:00,0x18FEF100,000FDC91
2025-06-07T17:34:24.048584+00:00,0x0CF00400,1F280000
2025-06-07T17:34:25.048584+00:00,0x18FEF100,006DE9D1
2025-06-07T17:34:25.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:26.048584+00:00,0x18FEF100,00FA4373
2025-06-07T17:34:26.048584+00:00,0x0CF00400,1F280000
2025-06-07T17:34:27.048584+00:00,0x18FEF100,00FB50A9
2025-06-07T17:34:27.048584+00:00,0x0CF00400,1FF00000
2025-06-07T17:34:28.048584+00:00,0x18FEF100,009F18FD
2025-06-07T17:34:28.048584+00:00,0x0CF00400,20B80000
2025-06-07T17:34:29.048584+00:00,0x18FEF100,0078282C
2025-06-07T17:34:29.048584+00:00,0x0CF00400,21800000
2025-06-07T17:34:30.048584+00:00,0x18FEF100,006AED13
2025-06-07T17:34:30.048584+00:00,0x0CF00400,20B80000
2025-06-07T17:34:31.048584+00:00,0x18FEF100,00D81C47
2025-06-07T17:34:31.048584+00:00,0x0CF00400,1FF00000
2025-06-07T17:34:32.048584+00:00,0x18FEF100,002EBABA
2025-06-07T17:34:32.048584+00:00,0x0CF00400,1F280000
2025-06-07T17:34:33.048584+00:00,0x18FEF100,008EA3EE
2025-06-07T17:34:33.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:34.048584+00:00,0x18FEF100,00DEDCF2
2025-06-07T17:34:34.048584+00:00,0x0CF00400,1D980000
2025-06-07T17:34:35.048584+00:00,0x18FEF100,000F8E08
2025-06-07T17:34:35.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:36.048584+00:00,0x18FEF100,007030B7
2025-06-07T17:34:36.048584+00:00,0x0CF00400,1D980000
2025-06-07T17:34:37.048584+00:00,0x18FEF100,0079492A
2025-06-07T17:34:37.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:38.048584+00:00,0x18FEF100,00F36665
2025-06-07T17:34:38.048584+00:00,0x0CF00400,1D980000
2025-06-07T17:34:39.048584+00:00,0x18FEF100,00A3E4B1
2025-06-07T17:34:39.048584+00:00,0x0CF00400,1CD00000
2025-06-07T17:34:40.048584+00:00,0x18FEF100,00F23EBD
2025-06-07T17:34:40.048584+00:00,0x0CF00400,1C080000
2025-06-07T17:34:41.048584+00:00,0x18FEF100,00267784
2025-06-07T17:34:41.048584+00:00,0x0CF00400,1CD00000
2025-06-07T17:34:42.048584+00:00,0x18FEF100,00A34A58
2025-06-07T17:34:42.048584+00:00,0x0CF00400,1D980000
2025-06-07T17:34:43.048584+00:00,0x18FEF100,0058F942
2025-06-07T17:34:43.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:44.048584+00:00,0x18FEF100,008EB471
2025-06-07T17:34:44.048584+00:00,0x0CF00400,1D980000
2025-06-07T17:34:45.048584+00:00,0x18FEF100,008F4ACD
2025-06-07T17:34:45.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:46.048584+00:00,0x18FEF100,00DC057A
2025-06-07T17:34:46.048584+00:00,0x0CF00400,1F280000
2025-06-07T17:34:47.048584+00:00,0x18FEF100,0000EB62
2025-06-07T17:34:47.048584+00:00,0x0CF00400,1FF00000
2025-06-07T17:34:48.048584+00:00,0x18FEF100,0061B2DF
2025-06-07T17:34:48.048584+00:00,0x0CF00400,1F280000
2025-06-07T17:34:49.048584+00:00,0x18FEF100,002909EC
2025-06-07T17:34:49.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:50.048584+00:00,0x18FEF100,007C7B79
2025-06-07T17:34:50.048584+00:00,0x0CF00400,1F280000
2025-06-07T17:34:51.048584+00:00,0x18FEF100,0026745A
2025-06-07T17:34:51.048584+00:00,0x0CF00400,1E600000
2025-06-07T17:34:52.048584+00:00,0x18FEF100,00EA8674
2025-06-07T17:34:52.048584+00:00,0x0CF00400,1F280000
